Topic,Count,Name,Representation,Representative_Docs
82,128,82_mhdksafa_teaboots_terrace_blm,"['mhdksafa', 'teaboots', 'terrace', 'blm', 'lrihendry', 'clippers', 'finallevel', 'fucc', 'mlb', 'larryelder']","['@mhdksafa blm', '@mhdksafa blm', '@mhdksafa blm']"
83,126,83_solidarity_unity_peace_together,"['solidarity', 'unity', 'peace', 'together', 'allies', 'support', 'peaceandlove', 'amazing', 'lapdhq', 'amish']","['amazing moment of solidarity in front of @lapdhq. blacklivesmatter dtla dtlaprotest https://t.co/ntdfamwbmo', 'people across the globe are in solidarity with us. what a moment in history. blacklivesmatter', 'we stand in solidarity. blacklivesmatter']"
84,125,84_cha_signed_involved_demand,"['cha', 'signed', 'involved', 'demand', 'arrested', 'officers', 'murdered', 'petition', 'police', 'rescind']","['i just signed a petition to demand that the 4 police officers involved in murdered george floyd be arrested and cha… https://t.co/e94h5uvi0g', 'i just signed a petition to demand that the 4 police officers involved in murdered george floyd be arrested and cha… https://t.co/hskz4aprjt', 'i just signed a petition to demand that the 4 police officers involved in murdered george floyd be arrested and cha… https://t.co/lzefhck9fe']"
85,124,85_peace_no_justice_justiceforgeorgefloyd,"['peace', 'no', 'justice', 'justiceforgeorgefloyd', 'blacklivesmatterprotest', 'pain', 'blacklivematter', 'justiceforjacobblake', 'blacklivesmattters', 'justiceforbreonnataylor']","['no justice no peace! blacklivesmatter', 'no justice, no peace. blacklivesmatter', 'no justice, no peace blacklivesmatter']"
86,123,86_stopasianhate_lmutogether_unitethepride_reax,"['stopasianhate', 'lmutogether', 'unitethepride', 'reax', 'alumna', 'protectasianlives', 'visceral', '91', 'tolerance', 'heated']","['stopasianhate', 'stopasianhate', 'stopasianhate']"
87,123,87_stopasianhate_stopasianhatecrimes_stopaapihate_cc,"['stopasianhate', 'stopasianhatecrimes', 'stopaapihate', 'cc', 'tedlieu', 'potus', 'oliviamunn', 'thank', 'stoptheattacks', 'stop']","['stopasianhate 🇵🇭', '🗣 stopasianhate', '❤️ stopasianhate']"
88,122,88_birthday_happy_birthdayforbreonna_sayhername,"['birthday', 'happy', 'birthdayforbreonna', 'sayhername', 'celebrating', 'breonnataylor', 'heavenly', 'girltrek', 'daughtersof', 'queen']","['🤍🕊🤍\nhappy birthday breonna taylor \n🤍🕊🤍', 'happy birthday breonna taylor !! 🌸✨', 'happy birthday breonnataylor 🙏🏻']"
89,121,89_companies_money_company_corporations,"['companies', 'money', 'company', 'corporations', 'business', 'funds', 'capitalize', 'soros', 'businesses', 'these']","['i wish these companies would keep their bullshit blm statements.', 'brands/companies are using blm to capitalize on us. they’re using it to gain exposure. dont be fooled... some could care less. capitalize', 'brands/companies are using blm to capitalize on us. they’re using it to gain exposure. dont be fooled... some could care less.']"
90,117,90_anti_women_black_cough,"['anti', 'women', 'black', 'cough', 'misogynoir', 'qui', 'woman', 'africans', 'johns', 'yalljustbelyin']","['les blancs raciste qui ont tous un ami black qui leur auraient autorisé à dire le «\xa0negros » identifier vos potes e… https://t.co/tcduqvoh49', 'black men gatekeeping black women from ""blerd"" spaces is exactly why misogynoir needs to be addressed in any analys… https://t.co/wp21tgzv4z', 'black men gatekeeping black women from ""blerd"" spaces is exactly why misogynoir needs to be addressed in any analys… https://t.co/vt3kcvq5kn']"
91,116,91_beach_long_newport_huntington,"['beach', 'long', 'newport', 'huntington', 'surfers', 'hermosa', 'california', 'manhattan', 'redondo', 'paddle']","['great show of support for blacklivesmatter in newport beach, a lovely contrast to snowflakes in huntington beach w… https://t.co/wdo6zt7zg8', 'long beach peacefulprotest blmprotest blm blacklivesmatter @ long beach, california https://t.co/zxgzejam92', 'beach day with the fags 😝😝']"
92,116,92_reparations_americans_owe_blacks,"['reparations', 'americans', 'owe', 'blacks', 'month', 'retail', 'black', 'african', 'carolina', 'approves']","[""@asheborn57 it the retail stores exit nyc, there won't be places to loot so to pay reparations to the african americans from 300 years ago."", ""@asheborn57 if the retail stores exit nyc, there won't be places to loot so to pay reparations to the african americans from 300 years ago."", 'what about reparations for blacks ?']"
93,114,93_stalin_putin_russia_russian,"['stalin', 'putin', 'russia', 'russian', 'hitler', 'poland', 'russians', 'mussolini', 'took', 'soviet']","['@dearauntcrabby just like hitler and putin!!', 'no trumpster can say blacklivesmatter is marxist when their leader trump is a puppet for putin. putin who put… https://t.co/n6diei6umv', '@juddapatow @bettybuckley this is like saying it was extreme to be against hitler or stalin or putin.']"
94,112,94_coronavirus_corona_covid19_racismisavirus,"['coronavirus', 'corona', 'covid19', 'racismisavirus', 'spike', 'covid_19', 'tinhornflats', 'tinhornflatsburbank', 'trumpvirus', 'tested']","['the coronavirus didn’t bring about any xenophobia that wasn’t already there', '😞 america coronavirus blacklivesmatter economy', 'george floyd had the coronavirus, but racism killed him.']"
95,109,95_gatekeeping_gatekeepers_certain_culture,"['gatekeeping', 'gatekeepers', 'certain', 'culture', 'normalize', 'radicalaimeee', 'gamestop', 'lol', 'fragile', 'weird']","['y’all need to do a better job at gatekeeping lol', 'honestly, im gonna start gatekeeping gatekeeping', 'gatekeeping the word gatekeeping']"
96,109,96_matter_lives_black_lindasuhler,"['matter', 'lives', 'black', 'lindasuhler', 'craig', '1usa1776', 's_rae77', 'chayespm', 'prettyxpixie', 'lasdhq']","['@realdonaldtrump black lives matter !', '@s_rae77 @lindasuhler @lasdhq black lives matter', '@s_rae77 @lindasuhler @lasdhq sure but not until black lives matter first']"
97,109,97_hollywood_blacklivesmatterla_boulevard_hollywoodprotest,"['hollywood', 'blacklivesmatterla', 'boulevard', 'hollywoodprotest', 'allblacklivesmatter', 'vine', 'blmla', 'yakooza', 'photos', '07']","['wow...\nhollywood has come a long way!!!\nthank you god 🙏🏻\ndanielhoffagency hollywood blacklivesmatter @ hollywood… https://t.co/6dr8ipke8w', 'hollywood showed up! blacklivesmatter', '🎬\n\nallblacklivesmatter 🌈\nblacklivesmatter \nblacklivesmatterla \nlosangeles \nhollywood \nla @ hollywood https://t.co/vwdt7ovckd']"
98,107,98_virus_china_chinese_president,"['virus', 'china', 'chinese', 'president', 'trump', 'tds', 'chinavirus', 'trump2020', 'chinesevirus', 'political']","[""donald trump's approval rating on handling the china virus pandemic hits 55%.  meanwhile, 45% of americans still suffer from severe tds."", 'trump said this the chinese virus 🦠', 'trump was right. china virus']"
99,106,99_justiceforgeorgefloyd_justiceforgeorge_justiceforgeogefloyd_justiceforgeorgeflyod,"['justiceforgeorgefloyd', 'justiceforgeorge', 'justiceforgeogefloyd', 'justiceforgeorgeflyod', '3simplewords', 'melaninpower', 'b2apaqefsn', 'blacklivesmatter', 'example', 'shame']","['sharing on behalf of @queenyonasda for those in atlanta. pls rt. justiceforgeorgefloyd blacklivesmatter https://t.co/pwpyp4cml3', 'https://t.co/b2apaqefsn\nblacklivesmatter blm 3simplewords nojusticenopeace justice melanin melaninpower… https://t.co/4jhwzr66nf', 'https://t.co/b2apaqefsn\nblacklivesmatter blm 3simplewords nojusticenopeace justice melanin melaninpower… https://t.co/9fbau8u1w8']"
100,106,100_city_hometown_proud_town,"['city', 'hometown', 'proud', 'town', 'buses', 'hall', 'metrolosangeles', 'love', 'metro', 'my']","['this is my city ❤️ peaceful. blacklivesmatter', 'so proud of my city to be a part of this! blm', 'love my city ✊🏾✊🏾✊🏾✊🏾 blm']"
101,105,101_yes_luto_indeed_blacklivesmatter,"['yes', 'luto', 'indeed', 'blacklivesmatter', 'boom', 'organize', 'gotham', 'salvis', 'nariz', 'leadingwithlove']","['yes. blacklivesmatter', 'yes. blacklivesmatter', 'yes this. blacklivesmatter']"
102,103,102_mask_halloween_masks_wear,"['mask', 'halloween', 'masks', 'wear', 'wearing', 'face', 'happyhalloween', 'costume', 'employees', 'breathe']","['i am officially participating in halloween with a costume! i drew a nazi swastika on my left arm! happy halloween!… https://t.co/me4qpknmya', 'i love halloween so much like everyone dresses up n that makes me so happy .. like could you imagine gatekeeping halloween??', 'masks\npeaceful\nblacklivesmatter']"
103,102,103_equality_equalityforall_transrightsarehumanrights_freedom,"['equality', 'equalityforall', 'transrightsarehumanrights', 'freedom', 'socialjustice', 'noforprofitprisons', 'bukowskithecat', 'equity', 'liberty', 'selective']","['but let’s keep fighting the good fight and support blm so we find equality. remember to be good people.', 'exactly why we must continue in the fight of equality blacklivesmatter', 'all we want is justice &amp; equality. blacklivesmatter']"
104,101,104_fu_tihl_forfeit_king,"['fu', 'tihl', 'forfeit', 'king', 'faggot', 'stihl', 'feit', 'paadr', 'trumpy', 'faggots']","['....""™truly,trump a fag and he want to $tihl fu¢king keep faggot alive in ame.r.i¢a 11+:120"". .', '....""™©fu¢k you faggot "".. .', '....""©™℅you $tihl fu¢king like talking to the forfeit faggots huh https://t.co/rsep8ctwgx']"
105,100,105_angeles_los_protest_downtown,"['angeles', 'los', 'protest', 'downtown', 'losangeles', 'ángeles', 'unitymovement', 'protests2020', 'manifestación', 'inmigrantes']","['6.5.20 - downtown los angeles, the people’s protest\nblm protest losangeles unitymovement endpolicebrutality… https://t.co/fniticvajn', 'manifestación en los ángeles pro de los inmigrantes y wn apoyo a blacklivesmatter liberen a nuestros niños! no más… https://t.co/lierpcn4gh', 'manifestación en los ángeles pro de los inmigrantes y en apoyo a blacklivesmatter liberen a nuestros niños! no más… https://t.co/sabtlpydaq']"
106,99,106_beach_long_newport_huntington,"['beach', 'long', 'newport', 'huntington', 'protest', 'pier', 'peaceful', 'manhattan', 'longbeachprotest', 'seal']","['blacklivesmatter protest in long beach. justiceforgeorgefloyd policebrutality racism georgefloyd @ long beach… https://t.co/tndnmfjdsh', 'long beach protest \n\nblacklivesmatter \nlongbeach \ngeorgefloyd \nicantbreathe', 'there will be a protest tomorrow in long beach! no justice no peace!  blacklivesmatter']"
107,99,107_love_allweneedislove_spread_amor,"['love', 'allweneedislove', 'spread', 'amor', 'xanderrific', 'todos', 'amsterdam', 'rebel', 'lo', 'translivesmatter']","['we love you &amp; are here for you georgefloyd 😢🙏🏽❤️', 'all you need is love, love is all you need ❤️ blacklivesmatter', 'i love ♥️☮️✊🏻 you all!\n\nlove peace blacklivesmatter']"
108,98,108_voteoutracisttrumptrumpisdomesticterrorist_voteforbiden_westminster_harris,"['voteoutracisttrumptrumpisdomesticterrorist', 'voteforbiden', 'westminster', 'harris', '2020', 'california', 'blacklivesmatter', 'kxundlsfed', 'jupbnfnrdp', 'k8wxvjt5la']","['blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden-harris  2020 @ westminster, california https://t.co/85n3cmyega', 'blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden-harris 2020 @ westminster, california https://t.co/yxfflpxxwj', 'blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden-harris 2020 @ westminster, california https://t.co/obyp9xptj3']"
109,98,109_stand_together_understand_hear,"['stand', 'together', 'understand', 'hear', 'fall', 'we', 'beside', 'stronger', 'you', 'greenbaypackers']","['i hear you, and i stand with blacklivesmatter', 'and this is why we stand together and say blacklivesmatter ✊🏼✊🏾❤️', 'i stand with you blacklivesmatter']"
110,94,110_flag_flags_confederate_flying,"['flag', 'flags', 'confederate', 'flying', 'nazi', 'carrying', 'swastika', 'fly', 'waving', 'banned']","['@jasonkander confederate flags should be treated just like nazi flags.', '@donaldjtrumpjr why do you always see a trump flag flying next to a  confederate flag or nazi flag 🤔', 'how are people holding up flags with the american flag and a nazi flag in one? how does that make sense?']"
111,94,111_points_stands_jayd792_sunnymok,"['points', 'stands', 'jayd792', 'sunnymok', 'alainsmi', 'mrolmos', 'blm', 'understand', 'answer', 'pd']","['@bravotv @elainewelteroth @gg30000 @wendyosefo @edailypop @theladysitter if you really care about blm and what it r… https://t.co/ygp1nsgru5', ""'tosh.0' mocks mccloskeys, promotes blm talking points https://t.co/bh42bhrvvb via @hollywoodintoto"", '@jayd792 @sunnymok @alainsmi @mrolmos man i wish peolle just stopped to understand and a lot of the blm stuff is wh… https://t.co/uortbjwws3']"
112,94,112_van_dick_dyke_show,"['van', 'dick', 'dyke', 'show', 'reiner', 'carl', 'creator', 'comedy', 'legend', '98']","['it’s wild that dick van dyke is still alive. he been around forever. used to watch the dick van dyke show at like 3… https://t.co/omrnsa6dzr', 'the dick van dyke show', 'the dick van dyke show.']"
113,93,113_blm_freebrittany_trishrothgeb_benji,"['blm', 'freebrittany', 'trishrothgeb', 'benji', 'beckwith', 'mgt', 'garcettiprotests', '501', 'nickcho', 'nbarestartontnt']","['blm', '@nickcho @trishrothgeb i am all about the performative blm squares.', 'benji bean big bs blm beckwith']"
114,93,114_twitter_tweets_tweet_tweeting,"['twitter', 'tweets', 'tweet', 'tweeting', 'retweeting', 'influencer', 'handles', 'fags', 'jkr', 'censoring']","['straight twitter and troll twitter found me again, gotta be a warm fuzzy dyke or they gonna take me off twitter again 🥴', '@wilw_writes plus fashion twitter gamer journalist twitter, podcast twitter, bipoc twitter', 'twitter do your thing blm']"
115,91,115_xenophobia_plan_nonblack_asian,"['xenophobia', 'plan', 'nonblack', 'asian', 'indigenous', 'lan', '7pm', 'xenophobic', 'path', 'global_occupant']","['xenophobia is disgusting.', 'xenophobia \nthat’s what is going on', 'xenophobia']"
116,91,116_businesses_owned_business_support,"['businesses', 'owned', 'business', 'support', 'supportblackbusinesses', 'supportblackbusiness', 'restaurants', 'companies', 'brand', 'buyblack']","['any oc people know of any black owned businesses/restaurants? please let me know. blm', 'support black businesses ✊🏽✊🏾✊🏿\nblacklivesmatter', 'i supported two black owned businesses today. many more to come 🖤 blacklivesmatter']"
117,90,117_breonnataylor_counting_br06xijy57_clint,"['breonnataylor', 'counting', 'br06xijy57', 'clint', 'pitchfork', 'fragility', 'year', 'smith', 'happened', 'reich']","['.@senalexpadilla i am counting on you to make sure that what happened to breonnataylor one year ago today can neve… https://t.co/t8wdwvu0rd', 'the fragility of progress: clint smith and robert reich https://t.co/br06xijy57 via @youtube', 'the fragility of progress: clint smith and robert reich https://t.co/br06xijy57 via @youtube']"
118,90,118_matter_lives_black_fttb,"['matter', 'lives', 'black', 'fttb', 'eltrafico', 'distinguishing', 'colab', 'bonginoreport', '1960', 'owl']","['black lives matter', 'black lives matter', 'black lives matter']"
119,89,119_oriental_rug_asianlivesmatter_asiansforblacklives,"['oriental', 'rug', 'asianlivesmatter', 'asiansforblacklives', 'orientals', 'asian', 'asians4blacklives', 'turkish', 'addition', 'etsy']","['excited to share the latest addition to my etsy shop: naturel colors vintage rug  turkish rug  oriental rug  fr… https://t.co/kdfmqrm3iy', 'stop calling me oriental btw. i’m not a rug.', 'excited to share the latest addition to my etsy shop: special pattern turkish rug  oriental rug  vintage rug  t… https://t.co/u3p8nebram']"
